iter	Logloss	Accuracy
884	0.1047231916	0.9722296395
885	0.1046764615	0.9722296395
886	0.1046534254	0.9722296395
887	0.1046508185	0.9722296395
888	0.1046491756	0.9721533473
889	0.1046462397	0.9721533473
890	0.1046318674	0.9721152012
891	0.1046198355	0.9721914934
892	0.1046160506	0.9721914934
893	0.1046141428	0.9721533473
894	0.1046012183	0.9722296395
895	0.1045713992	0.9722677856
896	0.1045137031	0.9722677856
897	0.1044715147	0.9722296395
898	0.1044656383	0.9722296395
899	0.1044624715	0.9722296395
900	0.1044517737	0.9722296395
901	0.1044151183	0.9722296395
902	0.1043349858	0.9723059317
903	0.1043304214	0.9723440778
904	0.104328615	0.9723440778
905	0.1043223016	0.9723059317
906	0.1043217121	0.9723059317
907	0.1042236843	0.9723440778
908	0.1041871812	0.9723440778
909	0.1041406194	0.97242037
910	0.1041315002	0.97242037
911	0.1041279175	0.97242037
912	0.1040962475	0.97242037
913	0.1040242228	0.9724585161
914	0.1040038433	0.9724585161
915	0.1039496644	0.9724585161
916	0.1039480728	0.97242037
917	0.1039459317	0.97242037
918	0.1039426305	0.97242037
919	0.1039207676	0.9723822239
920	0.1039189428	0.9723822239
921	0.1038963933	0.9723059317
922	0.1038867205	0.9723059317
923	0.10379932	0.9723059317
924	0.1037915321	0.9723440778
925	0.1036671998	0.97242037
926	0.1036292916	0.9723440778
927	0.103626574	0.9723440778
928	0.1036160956	0.9723059317
929	0.1032708529	0.9724585161
930	0.1032693885	0.9724585161
931	0.1032693464	0.9724966622
932	0.1032663622	0.9724966622
933	0.103264941	0.9724966622
934	0.1027439779	0.9725348083
935	0.1026942659	0.9726111005
936	0.1026883194	0.9726492466
937	0.1026133815	0.9726111005
938	0.1025985397	0.9726111005
939	0.1025785938	0.9726873927
940	0.102505936	0.9727255388
941	0.1024990594	0.9727636849
942	0.1024696621	0.9727255388
943	0.1024495337	0.9726492466
944	0.1024339228	0.9726111005
945	0.1023968882	0.9724966622
946	0.1023914358	0.9724966622
947	0.1023771012	0.9725729544
948	0.1023703211	0.9725348083
949	0.102288073	0.9724585161
950	0.1022793068	0.9724585161
951	0.1022686045	0.9724585161
952	0.1022356965	0.9724966622
953	0.1022255916	0.9725348083
954	0.1021664775	0.9726111005
955	0.1021354195	0.9725348083
956	0.1021241578	0.9725348083
957	0.1021115407	0.9724966622
958	0.1020964513	0.9724585161
959	0.1020780694	0.9724966622
960	0.1020617721	0.9724966622
961	0.1020592252	0.9725348083
962	0.1020396084	0.9725729544
963	0.102035601	0.9725348083
964	0.1020255933	0.9725348083
965	0.102017395	0.9724966622
966	0.1019015846	0.9726111005
967	0.1018995461	0.9726111005
968	0.1018486567	0.9727255388
969	0.1017934523	0.9726111005
970	0.1017560755	0.9726111005
971	0.1017394111	0.9726111005
972	0.1017198904	0.9727255388
973	0.1016825372	0.9726111005
974	0.1016657446	0.9726111005
975	0.1016574817	0.9726492466
976	0.1016546291	0.9726873927
977	0.1016200562	0.9727255388
978	0.1015742561	0.9728399771
979	0.1014859554	0.9729544154
980	0.101329524	0.9730688537
981	0.1013108306	0.9730307076
982	0.1013008357	0.9729925615
983	0.1012552814	0.9729544154
984	0.101237453	0.9729544154
985	0.1011493925	0.9729544154
986	0.1011347043	0.9729925615
987	0.1011288814	0.9729925615
988	0.1011255831	0.9729544154
989	0.1011231948	0.9729544154
990	0.1011211802	0.9730688537
991	0.1010832879	0.9731069998
992	0.1010737546	0.9730688537
993	0.1010642326	0.9730688537
994	0.101009645	0.9731069998
995	0.100981897	0.9730307076
996	0.100911761	0.9730307076
997	0.1009010256	0.9730307076
998	0.1008986689	0.9730307076
999	0.1008984963	0.9730307076
